FIGHTER_A,FIGHTER_B,Result,A Win,B Win,A_WIN_DIFF,A_FINISH_DIFF,A_AVG_ODDS,A_CUMULATIVE_RDS,A_STR_ACCURACY_DIFF,A_AVG_TD_ACCURACY,A_AVG_TD_DEFENCE,A_CTRL_TIME_DIFF,A_KD_PER_RD_DIFF,A_STR_PER_RD_DIFF,A_STR_ATTEMPT_PER_RD_DIFF,A_TD_PER_RD_DIFF,A_TD_ATTEMPT_PER_RD_DIFF,A_SUB_ATTEMPT_PER_RD_DIFF,B_WIN_DIFF,B_FINISH_DIFF,B_AVG_ODDS,B_CUMULATIVE_RDS,B_STR_ACCURACY_DIFF,B_AVG_TD_ACCURACY,B_AVG_TD_DEFENCE,B_CTRL_TIME_DIFF,B_KD_PER_RD_DIFF,B_STR_PER_RD_DIFF,B_STR_ATTEMPT_PER_RD_DIFF,B_TD_PER_RD_DIFF,B_TD_ATTEMPT_PER_RD_DIFF,B_SUB_ATTEMPT_PER_RD_DIFF,A_HEIGHT_DIFF,A_REACH_DIFF,A_AGE_DIFF,A_CUMULATIVE_RDS_DIFF
Joachim Christensen,Gadzhimurad Antigulov,0,4.15,1.26,0,0,1.78,5.00,-0.08,0.00,1.00,0.18,0.40,5.00,17.80,0.00,0.20,-0.20,1.00,1.00,2.45,1.00,-0.33,1.00,1.00,0.12,0.00,-2.00,-2.00,1.00,1.00,1.00,4,6,9,4.00
Junior Dos Santos,Stipe Miocic,0,2.45,1.61,9,6,1.62,41.00,0.08,0.23,0.88,-0.06,0.22,7.37,12.41,-0.27,-1.80,0.00,8.00,6.00,1.95,28.00,0.12,0.40,0.86,0.17,0.07,7.54,5.89,0.50,1.32,-0.04,0,-3,-2,13.00
Krzysztof Jotko,David Branch,0,1.59,2.5,5,0,2.19,18.00,0.09,0.34,0.89,-0.03,0.06,7.33,13.06,0.11,-1.61,-0.22,0.00,-2.00,2.37,11.00,0.07,0.43,0.75,0.34,0.00,2.64,2.00,0.27,1.45,-0.27,0,-1,-8,7.00
Yair Rodriguez,Frankie Edgar,0,2.2,1.71,6,2,1.64,18.00,0.12,0.51,0.64,-0.06,0.11,9.67,17.22,0.00,-0.06,0.39,10.00,6.00,2.28,74.00,0.13,0.31,0.83,0.20,-0.03,6.39,7.61,0.53,1.53,0.03,5,3,-11,-56.00
James Vick,Marco Polo Reyes,1,1.28,4.2,5,2,2.00,15.00,0.01,0.07,0.71,-0.14,-0.20,2.60,6.20,-0.67,-1.87,0.33,3.00,2.00,2.06,7.00,0.03,0.00,0.42,-0.07,0.43,9.57,18.14,-0.86,-1.43,0.00,4,5,-3,8.00
Demian Maia,Jorge Masvidal,1,1.87,1.95,12,9,2.19,62.00,0.14,0.41,0.85,0.39,-0.02,0.94,-1.32,0.73,2.34,0.29,5.00,4.00,1.78,35.00,0.14,0.38,0.73,0.05,0.06,6.94,6.03,0.00,-1.17,0.14,2,-2,7,27.00
Gabriel Benitez,Enrique Barzola,0,1.74,2.15,2,1,2.31,9.00,0.10,0.00,0.55,-0.20,0.00,5.11,-1.33,-0.89,-1.89,0.78,1.00,0.00,2.03,9.00,0.20,0.41,0.89,0.40,0.00,9.44,8.78,1.33,3.00,0.00,1,1,1,0.00
Chas Skelly,Jason Knight,0,1.91,1.91,4,5,1.72,17.00,0.01,0.36,0.80,0.16,0.00,-6.12,-5.53,-0.06,0.41,0.71,2.00,1.00,2.34,11.00,-0.11,0.33,0.71,-0.11,0.00,4.64,22.82,-0.27,0.09,0.82,1,1,7,6.00
Cortney Casey,Jessica Aguilar,1,1.63,2.4,-1,2,2.80,11.00,0.08,0.20,0.45,-0.19,-0.09,-0.64,2.55,-0.73,-0.91,0.00,-1.00,0.00,4.60,3.00,-0.08,0.00,0.00,-0.12,0.00,-13.67,-19.67,-1.33,-0.33,0.00,4,4,-5,8.00
Al Iaquinta,Diego Sanchez,1,1.24,4.35,5,1,1.58,22.00,0.06,0.29,0.91,0.04,0.23,5.18,6.82,0.14,-0.27,-0.05,2.00,0.00,2.88,52.00,-0.10,0.20,0.68,0.06,-0.02,-3.67,-1.33,-0.04,1.21,0.15,0,-2,-6,-30.00
Thales Leites,Sam Alvey,1,1.8,2.05,5,7,1.95,39.00,-0.05,0.30,0.92,0.21,0.05,-5.05,-7.87,0.54,2.03,0.31,4.00,4.00,2.28,19.00,0.06,0.00,0.88,-0.17,0.21,-0.84,-5.79,-0.16,-0.89,0.05,-1,3,5,20.00
Brandon Moreno,Dustin Ortiz,1,2,1.83,2,1,3.52,4.00,0.16,0.69,0.50,0.43,-0.25,8.00,12.00,1.25,3.00,0.50,1.00,2.00,2.49,27.00,0.01,0.30,0.63,0.12,0.00,3.33,7.26,-0.26,0.15,-0.37,2,5,-5,-23.00
Jake Ellenberger,Mike Perry,0,2.05,1.8,2,2,2.19,37.00,0.01,0.38,0.92,0.08,0.19,-1.08,-2.95,0.49,0.41,-0.05,1.00,2.00,2.27,7.00,0.11,0.00,0.87,0.15,0.43,0.00,-6.71,-0.29,-1.29,0.00,-1,0,6,30.00
Stevie Ray,Joe Lauzon,1,1.61,2.45,3,2,1.55,12.00,-0.04,0.27,0.88,-0.05,0.08,4.25,5.92,-0.25,-1.00,0.17,4.00,7.00,2.32,45.00,0.02,0.38,0.72,0.14,-0.07,-8.96,-18.36,0.18,0.47,0.51,0,-1,-6,-33.00
Ovince Saint Preux,Marcos Rogerio de Lima,1,1.63,2.4,2,3,2.07,30.00,-0.05,0.31,0.84,0.00,0.03,-1.00,4.57,-0.33,-0.97,-0.03,2.00,2.00,1.63,6.00,0.22,0.00,0.83,0.14,0.50,6.83,8.00,-0.17,-0.33,0.17,2,5,2,24.00
Hector Sandoval,Matt Schnell,1,2.3,1.67,0,-1,2.90,4.00,0.06,0.08,0.70,-0.18,0.00,3.00,-3.75,-0.25,-0.25,0.25,-1.00,-1.00,3.30,1.00,-0.36,0.00,0.00,-0.57,-1.00,-12.00,0.00,-1.00,-1.00,-1.00,-6,-6,4,3.00
Bryan Barberena,Joe Proctor,1,1.3,3.7,1,2,4.02,14.00,0.00,0.27,0.70,-0.05,0.07,4.50,11.43,-1.00,-1.79,0.00,1.00,1.00,2.38,14.00,-0.03,0.00,0.82,-0.12,-0.07,-1.07,-0.79,-0.57,-1.93,0.43,2,0,-4,0.00
John Dodson,Eddie Wineland,1,1.25,4.25,4,5,2.05,28.00,0.05,0.27,0.94,0.02,0.29,-0.61,-4.54,-0.07,-1.21,0.00,0.00,2.00,2.73,23.00,-0.13,0.13,0.96,-0.02,0.17,-2.65,3.57,-0.04,-1.35,0.00,-4,-3,0,5.00
Artem Lobov,Cub Swanson,0,5.5,1.17,0,0,2.07,12.00,-0.10,0.25,0.81,0.00,-0.08,-2.58,-5.33,-0.25,-1.08,-0.08,6.00,1.00,2.19,35.00,0.12,0.45,0.73,-0.15,0.17,2.37,-5.40,-0.37,-1.40,-0.11,1,-5,-3,-23.00
Danielle Taylor,Jessica Penne,1,1.91,1.91,0,0,2.63,6.00,0.04,0.50,1.00,0.00,0.00,2.33,-15.00,0.17,0.33,0.00,-1.00,-2.00,3.80,8.00,-0.25,0.17,0.83,0.09,0.00,-25.88,-29.25,0.38,2.88,0.00,-5,-7,-6,-2.00
Michael McBride,Scott Holtzman,0,3.4,1.36,-1,-1,5.25,2.00,-0.24,0.00,0.17,-0.73,0.00,-11.00,-9.50,-2.50,-2.50,-0.50,0.00,1.00,1.65,12.00,0.11,0.62,0.72,0.08,0.08,3.75,2.67,-0.42,-1.67,0.08,4,-69,-3,-10.00
Jacare Souza,Robert Whittaker,0,1.38,3.25,6,6,1.33,14.00,0.10,0.40,1.00,0.47,0.00,3.79,2.00,0.79,2.07,0.50,6.00,3.00,1.94,23.00,0.06,0.30,0.97,0.01,0.22,4.35,4.78,0.09,-1.13,-0.04,1,-1,11,-9.00
Anthony Smith,Andrew Sanchez,1,3.7,1.3,0,0,2.19,9.00,-0.01,0.10,0.67,-0.31,0.11,1.56,2.00,-0.56,-0.44,0.11,2.00,0.00,1.57,6.00,0.07,0.25,1.00,0.39,0.00,5.00,13.17,1.00,1.67,0.00,3,2,0,3.00
Nathan Coy,Zak Cummings,0,5.25,1.18,0,-1,2.80,4.00,0.07,0.80,0.82,0.36,0.00,5.25,10.75,0.25,-0.50,-0.25,3.00,2.00,3.11,15.00,-0.24,0.31,0.77,0.18,0.13,0.20,13.27,0.27,0.13,0.07,-2,-6,6,-11.00
Tim Elliott,Louis Smolka,1,1.54,2.6,-3,-1,3.40,21.00,0.08,0.64,0.71,-0.03,0.05,5.57,7.14,0.43,0.52,0.24,2.00,2.00,1.90,20.00,-0.01,0.34,0.43,0.02,0.00,5.70,9.45,-0.50,-0.15,0.20,-2,-2,5,1.00
Jake Collier,Devin Clark,0,2.2,1.71,0,-1,2.01,8.00,-0.11,0.22,0.73,0.15,0.25,3.25,12.50,-0.25,-0.75,0.13,0.00,-1.00,1.66,4.00,0.02,0.58,1.00,0.30,0.00,1.75,6.50,0.50,1.25,-0.25,3,3,2,4.00
Augusto Mendes,Aljamain Sterling,0,4.25,1.25,0,-1,3.50,4.00,0.01,0.22,1.00,-0.02,-0.50,0.50,0.00,1.00,1.25,0.00,2.00,3.00,1.45,17.00,0.18,0.52,0.81,0.29,0.00,8.76,14.18,0.35,1.12,0.35,-1,-6,6,-13.00
Ketlen Vieira,Ashlee Evans-Smith,1,2.45,1.61,1,0,1.95,3.00,-0.20,0.66,1.00,0.51,0.00,-10.33,-15.67,1.33,1.67,0.00,1.00,0.00,1.87,7.00,0.05,0.47,0.50,0.24,0.00,8.29,21.86,0.29,0.86,-0.29,0,1,-4,-4.00
Alexander Volkov,Roy Nelson,1,1.65,2.35,1,0,2.30,3.00,0.07,0.50,0.88,-0.05,-0.33,0.67,-3.00,0.00,-2.00,0.00,0.00,7.00,2.22,42.00,-0.11,0.15,0.89,0.12,0.17,-10.86,-12.36,0.10,0.36,0.02,7,7,-12,-39.00
Jeremy Stephens,Renato Moicano,0,1.59,2.5,1,4,2.48,63.00,0.08,0.31,0.75,-0.03,0.14,1.05,-0.02,-0.08,-0.30,-0.25,2.00,1.00,1.89,5.00,0.00,0.25,0.82,-0.03,0.00,6.00,12.80,-0.40,-1.20,0.20,-2,-1,3,58.00
Rose Namajunas,Michelle Waterson,1,2.1,1.77,1,1,1.73,15.00,0.01,0.59,0.86,0.15,0.00,0.33,-1.27,0.60,0.93,0.27,2.00,2.00,1.51,4.00,0.37,1.00,0.50,0.03,0.00,11.50,10.25,0.75,0.50,1.25,2,3,-6,11.00
Rashid Magomedov,Bobby Green,1,1.3,3.7,3,1,1.67,15.00,0.11,0.40,0.90,-0.08,0.33,8.13,10.47,0.07,-1.07,0.00,2.00,1.00,3.11,14.00,0.13,0.25,0.91,-0.03,-0.07,4.07,-5.71,-0.14,-1.07,0.07,-1,-1,2,1.00
Wilson Reis,Demetrious Johnson,0,8,1.09,4,2,2.53,20.00,0.02,0.48,0.80,0.36,-0.20,0.15,-0.15,1.40,3.00,0.25,13.00,5.00,1.80,56.00,0.18,0.44,0.72,0.12,0.04,7.46,5.80,0.68,0.70,0.02,1,-1,1,-36.00
Myles Jury,Mike de la Torre,1,1.22,4.6,4,2,1.74,17.00,0.04,0.41,0.50,0.18,0.12,3.53,5.47,0.53,1.24,-0.18,-1.00,-1.00,2.94,10.00,-0.12,0.08,0.82,-0.32,0.00,-2.80,-1.90,-0.50,-3.50,-0.40,-1,2,-2,7.00
Irene Aldana,Katlyn Chookagian,0,2.15,1.74,-1,0,1.32,3.00,0.00,1.00,1.00,-0.01,-0.33,-20.33,-48.33,0.33,0.33,0.00,0.00,0.00,2.06,6.00,-0.09,0.00,0.59,-0.43,0.17,0.33,7.83,-0.83,-1.67,0.00,0,0,0,-3.00
Charles Oliveira,Will Brooks,1,2.8,1.45,2,2,2.09,33.00,0.11,0.40,0.67,-0.14,0.03,0.52,-0.45,0.24,0.73,0.42,0.00,-1.00,1.29,6.00,0.10,0.33,0.80,-0.08,0.00,-1.00,-1.17,0.17,0.33,-0.17,0,2,-3,27.00
Gegard Mousasi,Chris Weidman,1,1.87,1.95,5,3,1.53,25.00,0.14,0.34,0.89,0.19,0.04,10.48,13.52,0.12,-0.64,0.04,7.00,4.00,1.72,27.00,0.06,0.65,0.89,0.39,0.07,0.78,2.93,0.78,1.37,0.22,0,-2,-1,-2.00
Andrew Holbrook,Gregor Gillespie,0,3.45,1.34,1,-1,3.11,7.00,0.06,0.33,0.33,-0.20,-0.14,-0.71,-5.43,-1.00,-0.71,0.71,1.00,0.00,2.20,3.00,0.03,0.26,1.00,0.73,0.00,-0.67,-4.00,1.67,6.33,0.00,4,-1,0,4.00
Thiago Alves,Patrick Cote,1,2.1,1.77,3,4,1.84,39.00,0.04,0.20,0.65,-0.20,0.15,1.62,-1.41,-0.74,-1.87,-0.03,3.00,1.00,2.19,37.00,-0.06,0.12,0.44,-0.04,-0.03,-2.24,-1.81,-0.35,0.27,-0.08,-2,-5,-3,2.00
Sean Strickland,Kamaru Usman,0,3.45,1.34,4,2,1.77,16.00,0.04,0.47,0.71,0.14,0.13,7.38,15.69,0.19,-0.13,0.19,4.00,1.00,1.43,11.00,0.16,0.57,1.00,0.68,0.00,10.27,15.18,1.64,2.91,0.09,1,0,-4,5.00
Charles Rosa,Shane Burgos,0,3.15,1.39,0,1,2.09,12.00,-0.12,0.40,0.35,0.05,-0.08,-1.67,6.67,0.42,1.50,0.17,1.00,0.00,1.53,3.00,0.11,1.00,0.92,-0.03,0.33,5.67,-3.67,0.00,-3.67,0.00,-2,-6,5,9.00
Jan Blachowicz,Patrick Cummins,0,1.87,1.95,-1,1,2.90,13.00,0.02,0.40,0.64,-0.27,0.00,-0.85,-0.23,-0.23,-0.23,0.08,0.00,-2.00,2.68,16.00,0.09,0.40,0.94,0.34,-0.19,6.44,7.63,1.81,3.31,0.00,0,2,-3,-3.00
Anthony Johnson,Daniel Cormier,0,1.71,2.2,7,5,1.90,30.00,0.20,0.29,0.92,0.21,0.40,5.97,8.80,0.40,0.03,-0.23,6.00,3.00,1.52,26.00,0.12,0.41,0.85,0.37,-0.04,5.69,7.96,0.35,0.58,0.19,3,6,-5,4.00
Jimi Manuwa,Corey Anderson,1,1.69,2.25,3,2,2.94,14.00,0.03,0.14,0.66,-0.17,0.00,2.79,1.43,-0.29,-0.50,0.14,4.00,1.00,1.39,21.00,0.10,0.59,0.75,0.45,-0.10,12.67,24.62,1.29,2.48,-0.10,-2,0,9,-7.00
Marlon Vera,Brad Pickett,1,2.3,1.67,0,1,1.94,11.00,-0.06,0.37,0.85,-0.29,0.09,-4.91,-5.91,0.00,-0.64,0.55,-3.00,-2.00,2.52,30.00,-0.15,0.36,0.77,0.08,-0.13,-8.23,-6.43,0.13,0.33,-0.17,2,2,-14,-19.00
Joe Duffy,Reza Madadi,1,1.18,5.25,2,3,1.29,6.00,-0.01,0.00,0.86,-0.10,0.33,-3.83,-0.50,-0.67,-1.50,0.50,1.00,3.00,2.42,14.00,0.22,0.48,0.95,0.14,-0.07,-2.50,-17.00,0.71,0.86,0.21,-1,0,-10,-8.00
Scott Askham,Brad Scott,0,1.65,2.35,-1,2,1.69,11.00,0.05,0.10,0.69,-0.33,0.36,-4.27,-6.64,-0.55,-1.09,0.27,-1.00,2.00,2.60,12.00,-0.01,0.09,0.71,0.22,-0.25,-1.08,-4.75,-0.42,-1.00,0.17,2,-1,1,-1.00
Alan Jouban,Gunnar Nelson,0,3.75,1.3,4,2,2.22,16.00,0.13,0.18,0.66,-0.05,0.31,7.44,3.06,-0.13,-0.50,-0.06,4.00,5.00,1.63,18.00,0.19,0.72,0.84,0.28,0.00,-8.00,-19.39,0.33,0.22,0.28,1,1,7,-2.00
Arnold Allen,Makwan Amirkhani,1,1.87,1.95,2,1,1.87,6.00,-0.16,0.63,0.75,0.02,0.17,-1.00,8.17,0.50,-0.67,0.17,3.00,2.00,1.82,5.00,-0.02,0.52,1.00,0.51,0.20,4.80,6.60,1.00,1.60,0.00,-2,-2,-6,1.00
Vicente Luque,Leon Edwards,0,1.83,2,3,4,1.51,8.00,0.03,0.16,0.86,0.04,0.25,2.88,6.75,-0.38,-0.88,0.38,2.00,2.00,1.86,16.00,0.25,0.16,0.81,-0.05,0.13,-0.19,-2.69,-0.50,-1.31,0.06,-3,1,0,-8.00
Darren Stewart,Francimar Barroso,0,1.48,2.75,0,0,2.35,1.00,0.70,0.50,1.00,0.80,0.00,7.00,9.00,1.00,2.00,0.00,1.00,-1.00,2.32,15.00,-0.06,0.19,0.90,-0.10,0.00,-0.60,-4.60,0.40,2.07,-0.07,-1,-1,-10,-14.00
Marc Diakiese,Teemu Packalen,1,1.57,2.55,2,1,1.36,5.00,-0.05,0.73,0.67,-0.05,0.00,3.20,9.00,0.80,1.00,0.00,0.00,1.00,1.86,4.00,0.31,0.14,1.00,0.09,0.25,-0.50,-3.50,0.75,2.50,0.50,-3,-2,-6,1.00
Daniel Omielanczuk,Timothy Johnson,0,2.7,1.5,1,1,2.23,18.00,0.20,0.25,0.65,-0.34,0.11,-0.11,-2.61,-0.44,-0.61,-0.11,0.00,1.00,2.46,10.00,-0.07,0.34,0.69,0.18,0.10,1.50,9.20,0.10,0.30,-0.10,-3,-3,3,8.00
Joshua Burkman,Michel Prazeres,0,3.5,1.33,-5,-3,3.09,29.00,-0.04,0.40,0.81,0.03,0.00,-2.10,-1.45,0.41,0.86,-0.14,3.00,0.00,2.48,21.00,0.06,0.37,0.64,0.16,0.05,-1.00,-5.95,1.00,3.24,-0.10,4,5,1,8.00
Tim Means,Alex Oliveira,0,1.48,2.75,4,4,1.85,29.00,0.08,0.27,0.58,-0.07,0.17,6.76,7.00,-0.55,-1.62,0.03,3.00,1.00,2.59,18.00,-0.11,0.23,0.64,0.26,0.11,4.39,9.17,0.33,1.44,0.06,3,-1,4,11.00
Mauricio Rua,Gian Villante,1,1.65,2.35,0,1,2.04,41.00,0.06,0.20,0.55,-0.05,0.17,0.02,-3.17,-0.24,0.00,-0.10,1.00,3.00,1.93,22.00,0.03,0.25,0.97,0.00,0.05,-6.59,-15.27,0.09,-0.27,-0.09,-2,0,4,19.00
Ray Borg,Jussier Formiga,1,1.77,2.1,2,2,1.54,16.00,0.19,0.68,0.81,0.47,0.00,-1.50,-4.88,0.81,1.38,0.63,2.00,-1.00,3.38,19.00,0.01,0.30,0.76,0.10,-0.11,-5.00,-14.79,0.42,0.58,0.11,-1,-4,-8,-3.00
Francisco Trinaldo,Kevin Lee,0,2.5,1.59,8,4,2.03,34.00,0.07,0.29,0.70,0.03,0.06,4.85,6.15,-0.24,-0.56,0.03,5.00,2.00,1.64,20.00,-0.04,0.41,0.78,0.31,-0.10,2.90,12.20,0.85,1.45,0.20,0,-7,14,14.00
Bethe Correia,Marion Reneau,1,1.91,1.91,2,0,3.90,15.00,0.11,0.04,0.93,0.09,-0.07,5.73,2.33,-0.07,-0.40,-0.07,1.00,2.00,2.52,13.00,0.04,0.40,0.60,-0.10,-0.08,3.62,1.46,-0.15,-0.62,0.23,-1,-4,-6,2.00
Beneil Dariush,Edson Barboza,0,2.4,1.63,6,2,2.09,21.00,0.07,0.29,0.78,0.18,0.05,3.38,2.38,0.24,0.81,-0.05,8.00,2.00,1.54,38.00,0.08,0.23,0.79,0.01,0.16,2.55,-0.13,0.00,-1.00,-0.11,-1,-3,-3,-17.00
Rani Yahya,Joe Soto,0,1.42,3,6,3,2.56,28.00,-0.07,0.37,0.55,0.10,0.00,1.32,5.29,0.61,2.04,0.46,-1.00,0.00,3.53,13.00,0.13,0.29,0.77,-0.02,-0.23,-9.23,-34.23,-0.15,0.54,0.54,0,2,3,15.00
Jeremy Kennedy,Rony Jason,1,1.8,2.05,1,0,1.69,3.00,-0.09,0.35,1.00,0.65,0.00,-0.33,3.67,1.67,4.00,0.00,1.00,2.00,1.72,15.00,-0.10,0.17,0.47,-0.20,0.00,-3.73,-8.53,-0.53,-0.80,0.20,4,-2,-8,-12.00
Darren Elkins,Mirsad Bektic,1,6.25,1.13,7,0,2.52,37.00,-0.09,0.38,0.71,0.32,0.00,5.65,18.38,0.68,2.11,0.16,4.00,2.00,1.31,9.00,0.16,0.61,1.00,0.70,0.11,7.78,10.56,1.22,1.33,0.22,2,1,7,28.00
Marcin Tybura,Luis Henrique,1,1.57,2.55,0,1,1.91,5.00,0.15,0.17,1.00,-0.10,0.20,3.00,-1.20,0.20,0.20,0.00,1.00,1.00,1.86,7.00,0.13,0.43,1.00,0.68,-0.14,2.00,1.71,1.14,2.57,0.43,1,4,8,-2.00
Iuri Alcantara,Luke Sanders,1,2.3,1.67,4,3,1.57,31.00,0.01,0.36,0.71,-0.11,0.10,2.71,5.61,-0.39,-1.32,0.23,1.00,1.00,2.05,1.00,0.13,0.00,0.00,-0.08,1.00,10.00,9.00,-1.00,-1.00,0.00,3,4,5,30.00
Tyson Pedro,Paul Craig,1,1.71,2.2,1,1,1.87,1.00,0.14,1.00,1.00,0.77,-1.00,1.00,0.00,2.00,2.00,1.00,1.00,1.00,2.90,2.00,-0.03,0.50,0.67,-0.17,0.00,7.50,12.50,0.00,-0.50,1.50,0,3,-4,-1.00
David Teymur,Lando Vannata,1,4,1.28,2,2,1.79,4.00,0.19,0.50,1.00,-0.01,0.50,10.75,15.25,0.25,-0.50,0.00,0.00,0.00,4.08,3.00,-0.36,0.00,1.00,0.08,0.67,-9.00,3.33,0.00,0.67,-1.00,0,2,3,1.00
Alistair Overeem,Mark Hunt,1,1.77,2.1,2,0,1.69,18.00,0.31,0.25,0.87,0.24,0.17,9.89,5.06,0.06,-0.06,0.00,4.00,2.00,2.86,32.00,0.02,0.26,0.78,-0.02,0.13,-2.59,-1.75,-0.25,-1.25,-0.06,6,8,-6,-14.00
Stephen Thompson,Tyron Woodley,0,1.71,2.2,6,5,1.69,25.00,0.09,0.18,0.86,0.05,0.24,6.12,11.36,-0.04,-0.72,-0.12,5.00,5.00,1.95,20.00,0.25,0.22,0.94,0.18,0.35,0.85,-10.20,0.15,-0.75,0.05,3,1,-1,5.00
Daniel Kelly,Rashad Evans,1,3.05,1.41,4,1,3.41,14.00,-0.05,0.31,0.92,0.13,-0.07,-1.43,-11.86,0.50,0.36,0.07,5.00,2.00,2.10,42.00,0.02,0.32,0.79,0.19,-0.10,-2.02,-5.05,0.38,1.10,-0.05,0,-5,2,-28.00
Elias Theodorou,Cezar Ferreira,1,1.95,1.87,3,2,1.40,13.00,-0.07,0.40,0.67,0.20,0.00,7.62,24.08,0.15,1.46,0.00,4.00,-1.00,1.73,21.00,-0.01,0.42,1.00,0.22,-0.14,-0.05,1.43,0.76,0.67,0.05,0,-3,-3,-8.00
Nordine Taleb,Santiago Ponzinibbio,0,3.65,1.31,3,0,2.16,13.00,0.26,0.70,0.82,0.23,0.08,7.77,2.08,0.69,0.31,-0.15,3.00,2.00,2.10,14.00,0.05,0.05,0.69,-0.07,0.14,-0.93,-7.93,-0.64,-1.36,0.00,1,1,5,-1.00
Johny Hendricks,Hector Lombard,1,2.1,1.77,6,4,1.77,49.00,0.15,0.34,0.82,0.21,0.10,-1.12,-2.78,1.02,1.78,0.04,-1.00,0.00,1.48,19.00,0.08,0.44,0.86,0.19,0.26,-2.11,-5.21,0.42,-0.26,-0.05,0,-2,-5,30.00
Travis Browne,Derrick Lewis,0,1.87,1.95,3,5,1.92,27.00,-0.08,0.32,0.93,-0.05,-0.07,-5.63,-1.00,0.22,-0.37,-0.07,6.00,5.00,1.74,19.00,0.02,0.28,0.70,-0.12,0.00,8.16,14.53,-0.95,-2.05,-0.11,3,0,3,8.00
Gerald Meerschaert,Ryan Janes,1,1.33,3.5,1,1,1.50,1.00,0.16,0.00,0.00,0.10,0.00,9.00,14.00,-1.00,1.00,1.00,1.00,0.00,1.67,3.00,0.02,0.00,0.60,0.14,0.00,7.00,15.33,-0.67,-1.67,0.00,-2,1,-6,-2.00
Randa Markos,Carla Esparza,1,3,1.38,-1,-1,1.64,13.00,-0.06,0.45,0.62,0.00,0.00,-2.69,-6.85,-0.08,0.62,0.00,1.00,0.00,1.69,8.00,-0.06,0.49,0.89,0.32,0.00,-4.13,-8.25,1.25,3.13,0.13,3,0,2,5.00
Jack Marshman,Thiago Santos,0,2.45,1.61,1,1,3.10,2.00,0.03,0.00,0.00,-0.49,1.00,3.00,4.00,-1.50,-1.50,0.00,1.00,1.00,3.12,13.00,0.08,0.06,0.71,-0.05,0.31,3.23,1.85,-0.31,-1.00,-0.23,-2,-3,-5,-11.00
Alex Ricci,Paul Felder,0,4.1,1.27,-1,0,2.25,3.00,0.09,0.00,0.65,-0.65,0.00,0.33,-3.67,-1.67,-4.00,0.00,1.00,1.00,2.08,20.00,-0.06,0.21,0.63,-0.07,0.00,1.55,8.50,-0.55,-1.45,0.15,0,-70,2,-17.00
Roan Carneiro,Ryan LaFlare,0,3.5,1.31,0,0,3.15,12.00,0.05,0.33,1.00,0.18,0.00,-0.25,-7.58,0.75,1.75,0.17,4.00,0.00,1.61,20.00,0.00,0.40,0.67,0.11,-0.05,6.65,14.90,0.40,0.35,-0.10,-2,2,5,-8.00
Jared Cannonier,Glover Teixeira,0,2.9,1.43,1,0,2.45,5.00,0.29,0.00,0.72,-0.11,0.00,5.20,-12.80,-1.20,-1.60,0.00,5.00,6.00,1.89,23.00,0.05,0.30,0.85,0.15,0.13,1.48,0.87,-0.04,-0.43,0.04,-3,1,-5,-18.00
Germaine de Randamie,Holly Holm,1,1.77,2,2,1,1.69,7.00,0.10,0.00,0.86,-0.29,0.14,6.00,-0.29,-0.43,-2.43,0.00,1.00,0.00,2.34,18.00,0.04,0.40,0.87,-0.03,0.06,2.78,12.56,-0.17,-1.11,-0.11,1,2,-3,-11.00
Dustin Poirier,Jim Miller,1,1.22,4.6,8,5,1.83,31.00,0.11,0.22,0.83,0.13,0.26,7.06,7.48,0.23,0.65,-0.10,10.00,6.00,1.82,59.00,-0.01,0.44,0.71,0.05,0.03,0.98,1.29,-0.02,0.07,0.36,1,1,-6,-28.00
Phillipe Nover,Ricky Glenn,0,2.55,1.57,-4,-1,4.00,16.00,-0.14,0.08,0.14,-0.22,0.00,-3.81,-2.94,-0.94,-0.50,0.19,-1.00,0.00,3.80,3.00,-0.14,0.00,0.67,-0.47,0.00,-28.67,-41.00,-1.00,-2.00,-0.67,-3,2,5,13.00
Jacare Souza,Tim Boetsch,1,1.17,5.5,5,5,1.35,13.00,0.15,0.39,1.00,0.49,0.00,4.00,1.54,0.77,2.08,0.46,2.00,-1.00,3.06,44.00,0.05,0.20,0.74,-0.15,0.11,0.25,-3.66,0.02,0.25,0.05,1,-2,2,-31.00
Anderson Silva,Derek Brunson,1,2,1.83,9,9,1.60,48.00,0.29,0.17,0.76,-0.24,0.25,3.27,-4.88,-0.21,-1.19,0.00,5.00,3.00,1.72,15.00,0.16,0.14,1.00,0.44,0.13,1.20,6.73,0.73,2.13,0.20,1,0,9,33.00
Islam Makhachev,Nik Lentz,1,1.3,3.7,1,0,1.57,6.00,0.18,0.53,1.00,0.25,-0.17,5.50,5.83,1.17,1.50,0.17,6.00,1.00,2.46,46.00,0.01,0.37,0.61,0.15,-0.07,2.15,4.76,0.48,1.93,0.15,2,2,-7,-40.00
Belal Muhammad,Randy Brown,1,2.15,1.69,-1,0,1.84,7.00,-0.09,0.33,1.00,0.10,-0.57,-2.29,2.71,0.71,1.71,0.00,2.00,1.00,1.70,10.00,0.02,0.40,0.84,-0.07,0.10,2.30,4.40,-0.20,-1.70,0.10,-4,-6,2,-3.00
